"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21"
0,"2018 / 04","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.0","Unspecified","gebw gebw","GEBW@473952",1,28,1,2,0,0,0,0,0,0,65110738,28
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,74,1,2,0,0,0,0,0,0,65110738,74
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Incomplete Items","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,6,1,2,0,0,0,0,0,0,65110738,6
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Inconsistent Numbering","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,46,1,2,0,0,0,0,0,0,65110738,46
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Common Terms","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,33,1,2,0,0,0,0,0,0,65110738,33
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Incomplete Items","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Inconsistent Phrases","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,3,1,1,0,0,0,0,0,0,65110738,3
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,39,1,2,0,0,0,0,0,0,65110738,39
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,31,1,2,0,0,0,0,0,0,65110738,31
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Incomplete Items","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Inconsistent Phrases","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,12,1,2,0,0,0,0,0,0,65110738,12
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,46,1,2,0,0,0,0,0,0,65110738,46
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Defined Terms","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,7,1,2,0,0,0,0,0,0,65110738,7
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Home","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,6,1,2,0,0,0,0,0,0,65110738,6
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,15,1,1,0,0,0,0,0,0,65110738,15
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,16,1,1,0,0,0,0,0,0,65110738,16
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,27,1,2,0,0,0,0,0,0,65110738,27
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Home","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,31,1,1,0,0,0,0,0,0,65110738,31
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,29,1,1,0,0,0,0,0,0,65110738,29
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,31,1,2,0,0,0,0,0,0,65110738,31
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,35,1,1,0,0,0,0,0,0,65110738,35
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,34,1,1,0,0,0,0,0,0,65110738,34
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,23,1,2,0,0,0,0,0,0,65110738,23
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Aggregate","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Defined Terms","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,41,1,1,0,0,0,0,0,0,65110738,41
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,35,1,1,0,0,0,0,0,0,65110738,35
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,27,1,2,0,0,0,0,0,0,65110738,27
0,"2018 / 12","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,20,1,1,0,0,0,0,0,0,65110738,20
0,"2018 / 12","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,16,1,1,0,0,0,0,0,0,65110738,16
0,"2018 / 12","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,39,1,2,0,0,0,0,0,0,65110738,39
0,"2019 / 01","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,8,1,1,0,0,0,0,0,0,65110738,8
0,"2019 / 01","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,7,1,1,0,0,0,0,0,0,65110738,7
0,"2019 / 02","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,19,1,1,0,0,0,0,0,0,65110738,19
0,"2019 / 02","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,18,1,1,0,0,0,0,0,0,65110738,18
0,"2019 / 03","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,47,1,1,0,0,0,0,0,0,65110738,47
0,"2019 / 03","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,38,1,1,0,0,0,0,0,0,65110738,38
0,"2019 / 04","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,24,1,1,0,0,0,0,0,0,65110738,24
0,"2019 / 04","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,24,1,1,0,0,0,0,0,0,65110738,24
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Check Citations","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,24,1,1,0,0,0,0,0,0,65110738,24
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,25,1,1,0,0,0,0,0,0,65110738,25
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Common Terms","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,3,1,1,0,0,0,0,0,0,65110738,3
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Home","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,42,1,1,0,0,0,0,0,0,65110738,42
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,36,1,1,0,0,0,0,0,0,65110738,36
0,"2019 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2019 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,23,1,1,0,0,0,0,0,0,65110738,23
0,"2019 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,18,1,1,0,0,0,0,0,0,65110738,18
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,1,1,1,0,0,0,0,0,0,65110738,1
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,28,1,1,0,0,0,0,0,0,65110738,28
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,23,1,1,0,0,0,0,0,0,65110738,23
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,3,1,2,0,0,0,0,0,0,65110738,3
0,"2019 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2019 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,68,1,1,0,0,0,0,0,0,65110738,68
0,"2019 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,30,1,1,0,0,0,0,0,0,65110738,30
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,3,1,2,0,0,0,0,0,0,65110738,3
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,46,1,1,0,0,0,0,0,0,65110738,46
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,1,1,2,0,0,0,0,0,0,65110738,1
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,24,1,1,0,0,0,0,0,0,65110738,24
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,5,1,2,0,0,0,0,0,0,65110738,5
0,"2019 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
