"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21"
0,"2018 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,92,1,2,0,0,0,0,0,0,65110738,92
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Common Terms","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,66,1,2,0,0,0,0,0,0,65110738,66
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Incomplete Items","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Inconsistent Phrases","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,6,1,1,0,0,0,0,0,0,65110738,6
0,"2018 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,78,1,2,0,0,0,0,0,0,65110738,78
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,62,1,2,0,0,0,0,0,0,65110738,62
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Incomplete Items","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Inconsistent Phrases","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,24,1,2,0,0,0,0,0,0,65110738,24
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,92,1,2,0,0,0,0,0,0,65110738,92
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Defined Terms","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,4,1,2,0,0,0,0,0,0,65110738,4
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Editing Mistakes","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,14,1,2,0,0,0,0,0,0,65110738,14
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Home","4.7.5","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,12,1,2,0,0,0,0,0,0,65110738,12
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,30,1,1,0,0,0,0,0,0,65110738,30
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,32,1,1,0,0,0,0,0,0,65110738,32
0,"2018 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,54,1,2,0,0,0,0,0,0,65110738,54
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Home","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,62,1,1,0,0,0,0,0,0,65110738,62
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,58,1,1,0,0,0,0,0,0,65110738,58
0,"2018 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,62,1,2,0,0,0,0,0,0,65110738,62
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,70,1,1,0,0,0,0,0,0,65110738,70
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,68,1,1,0,0,0,0,0,0,65110738,68
0,"2018 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,46,1,2,0,0,0,0,0,0,65110738,46
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Aggregate","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Defined Terms","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,82,1,1,0,0,0,0,0,0,65110738,82
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,70,1,1,0,0,0,0,0,0,65110738,70
0,"2018 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,54,1,2,0,0,0,0,0,0,65110738,54
0,"2018 / 12","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,40,1,1,0,0,0,0,0,0,65110738,40
0,"2018 / 12","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,32,1,1,0,0,0,0,0,0,65110738,32
0,"2018 / 12","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,78,1,2,0,0,0,0,0,0,65110738,78
0,"2019 / 01","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,16,1,1,0,0,0,0,0,0,65110738,16
0,"2019 / 01","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,14,1,1,0,0,0,0,0,0,65110738,14
0,"2019 / 02","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,38,1,1,0,0,0,0,0,0,65110738,38
0,"2019 / 02","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,36,1,1,0,0,0,0,0,0,65110738,36
0,"2019 / 03","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,94,1,1,0,0,0,0,0,0,65110738,94
0,"2019 / 03","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,76,1,1,0,0,0,0,0,0,65110738,76
0,"2019 / 04","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,48,1,1,0,0,0,0,0,0,65110738,48
0,"2019 / 04","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,48,1,1,0,0,0,0,0,0,65110738,48
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Check Citations","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,48,1,1,0,0,0,0,0,0,65110738,48
0,"2019 / 05","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,50,1,1,0,0,0,0,0,0,65110738,50
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Common Terms","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,6,1,1,0,0,0,0,0,0,65110738,6
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Home","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,84,1,1,0,0,0,0,0,0,65110738,84
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
0,"2019 / 06","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,72,1,1,0,0,0,0,0,0,65110738,72
0,"2019 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,46,1,1,0,0,0,0,0,0,65110738,46
0,"2019 / 07","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,36,1,1,0,0,0,0,0,0,65110738,36
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,4,1,2,0,0,0,0,0,0,65110738,4
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Practical Guidance","4.7.5","Unspecified","dasg dasg","DASG@473952",1,2,1,1,0,0,0,0,0,0,65110738,2
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,56,1,1,0,0,0,0,0,0,65110738,56
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,46,1,1,0,0,0,0,0,0,65110738,46
0,"2019 / 08","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,6,1,2,0,0,0,0,0,0,65110738,6
0,"2019 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,8,1,1,0,0,0,0,0,0,65110738,8
0,"2019 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,136,1,1,0,0,0,0,0,0,65110738,136
0,"2019 / 09","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,60,1,1,0,0,0,0,0,0,65110738,60
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Definitions List","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,6,1,2,0,0,0,0,0,0,65110738,6
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","References","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Risk Assesment","5.2.0.12","Unspecified","dasg dasg","DASG@473952",1,92,1,1,0,0,0,0,0,0,65110738,92
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Specifics","5.2.0.12","Unspecified","gebw gebw","GEBW@473952",1,2,1,2,0,0,0,0,0,0,65110738,2
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,48,1,1,0,0,0,0,0,0,65110738,48
0,"2019 / 10","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","gebw gebw","GEBW@473952",1,10,1,2,0,0,0,0,0,0,65110738,10
0,"2019 / 11","CMS Cameron McKenna Nabarro Olswang LLP","CAME5023","Summary","4.7.5","Unspecified","dasg dasg","DASG@473952",1,4,1,1,0,0,0,0,0,0,65110738,4
